source_country_iso3_code,destination_country_iso3_code,Diploma,Comparable to NLD,Comparable to AUS,Comparable to GBR
UNK,NLD,National Certificate of Educational Achievement(NCEA) -Level2 with at least 60creditsfrom 1 of the 6 possiblevocational pathways,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
UNK,NLD,National Certificate of Educational Achievement(NCEA) -Level2 with:at least 60creditsfor general education subjects at Level 2;20creditsfor general education subjects at any level; andLevel1Literacy and Numeracy.,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,National Certificate of Educational Achievement(NCEA) -Level3 with:at least 60creditsfor general education subjects at Level3 or higher;20creditsfor general education subjects at Level2 or higher; andLevel 1Literacy and Numeracy.,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Bachelor's degree,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Honours bachelor's degree,"usually a WO bachelor's degree, sometimes an HBO bachelor's degree",Honours bachelor's degree,
UNK,NLD,Master's degree,an HBO master's degree or a WO master's degree,,
NGA,NLD,Basic Education Certificate,3 years of general secondary education,,
NGA,NLD,National Business Certificate (NBC),an MBO diploma level 2 or 3,,
NGA,NLD,National Technical Certificate (NTC),an MBO diploma level 2 or 3,,
NGA,NLD,Advanced National Business Certificate (ANBC),an MBO diploma level 3 or 4,,
NGA,NLD,Advanced National Technical Certificate (ANTC),an MBO diploma level 3 or 4,,
NGA,NLD,National Diploma (ND),an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
NGA,NLD,West African Senior School Certificate from the WAECincluding at least 6 subjects with gradeC6 or higher.,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
NGA,NLD,Senior School Certificate from the NECOincluding at least 6 subjects with gradeB3 or higher.,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
NGA,NLD,Higher National Diploma (HND),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
NGA,NLD,Bachelor's degree(duration: 4 years),an HBO bachelor's degree or 2 years of WO,,
NGA,NLD,Bachelor's degree(duration: 5 years),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
NGA,NLD,Bachelor of Medicine and Bachelor of Surgery (MBBS),a WO bachelor's degree,,
NGA,NLD,Postgraduate diploma,Please contact us for acredential evaluation,,
NGA,NLD,Master's degree,Please contact us for acredential evaluation,,
UNK,NLD,Diploma za položen završen ispit/Диплома за положен завршен испит(Diploma of completed final exam),a HAVO diploma for the general education part,,
UNK,NLD,Diploma za položena učilišna matura/Диплома за положена училишна матура(Diploma of completed school matura exam),a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Diploma za položena državna matura/Диплома за положена државна матура(Diploma of completed state matura exam),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Diploma za završen prv ciklus na studii/Диплома за завршен прв циклус на студии(Diploma of completed first cycle),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,"Diploma za završen vtor ciklus na studii,Magister/Диплома за завршен втор циклус на студии,Магистар(Diploma of completed second cycle, Master)",an HBO master's degree or a WO master's degree,,
UNK,NLD,"Diploma za završen prv ciklus na studii, integrani studii/Диплома за завршен прв циклус на студии(Diploma of completed first cycle, integrated study programmes)",a WO master's degree,Research master's degree,MA/MSc by research
NOR,NLD,Svennebrev(Journeyman’s certificate),an MBO diploma level 3 or 4,,
NOR,NLD,Fagbrev(Trade certificate),an MBO diploma level 3 or 4,,
NOR,NLD,Vitnemål for videregående opplæring(Certificate for upper secondary education and training),a HAVO diploma or a VWO diploma,,
NOR,NLD,Høgskolekandidat,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
NOR,NLD,Bachelor i+ field of study,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
NOR,NLD,Master i+ field of study,an HBO master's degree or a WO master's degree,,
NOR,NLD,Candidata/Candidatus,a WO master's degree,Research master's degree,MA/MSc by research
PAK,NLD,Secondary School Certificate/Matriculation Certificate,a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
PAK,NLD,Technical School Certificate,a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
PAK,NLD,Diploma in Commerce,an MBO diploma level 2,,
PAK,NLD,Diploma of Associate Engineer,an MBO diploma level 3 of 4,,
PAK,NLD,Higher Secondary School Certificate/Intermediate School Certificateobtained before 2024,"at least a VMBO-T diploma if obtained withgrade D or Eas final result;a HAVO diploma if obtained withgrade A1, A, B or Cas final result.",,
PAK,NLD,Higher Secondary School Certificate/Intermediate School Certificateobtained as of 2024,Please contact us for acredential evaluation,,
PAK,NLD,Bachelor of Arts (Pass),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
PAK,NLD,Bachelor of Science (Pass),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
PAK,NLD,Bachelor of Business Administration (Pass),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
PAK,NLD,Bachelor of Commerce (Pass),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
PAK,NLD,Bachelor of Technology (Pass),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
PAK,NLD,"Bachelor of Arts (Honours),duration: 3 years",3 years of HBO or 1 year of WO,,
PAK,NLD,"Bachelor of Arts (Honours), duration: 4 years",an HBO bachelor's degree or 2 years of WO,,
PAK,NLD,"Bachelor of Business Administration (Honours), duration: 3 years",3 years of HBO,,
PAK,NLD,"Bachelor of Business Administration (Honours), duration: 4 years",an HBO bachelor's degree,,
PAK,NLD,"Bachelor of Commerce (Honours), duration: 3 years",3 years of HBO,,
PAK,NLD,"Bachelor of Commerce (Honours), duration: 4 years",an HBO bachelor’s degree,,
PAK,NLD,"Bachelor of Science (Honours), duration: 3 years",3 years of HBO or 1 year of WO,,
PAK,NLD,"Bachelor of Science (Honours), duration: 4 years",an HBO bachelor's degree or 2 years of WO,,
PAK,NLD,Bachelor of Technology (Honours),an HBO bachelor's degree,,
PAK,NLD,"Professional bachelor's degree, duration: 4 years",an HBO bachelor’s degree or 2 years of WO,,
PAK,NLD,"Professional bachelor's degree, duration: 5 years",a WO bachelor’s degree,,
PAK,NLD,Bachelor of Laws (LL.B),a WO bachelor’s degree,,
PAK,NLD,Master's degree,Please contact us for acredential evaluation,,
PAK,NLD,Master of Philosophy (MPhil),a 1-year WO master’s degree,,
PER,NLD,"Certificado oficial de estudios – educación básica regular, nivel de educación secundaria",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
PER,NLD,Certificado de educación secundaria común completa,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
PER,NLD,Bachiller técnico,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
PER,NLD,Título de profesional técnicofrom an EES or IES,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
PER,NLD,Título de profesional técnicofrom SENATI,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
PER,NLD,Artísta profesional,an HBO bachelor's degree,,
PER,NLD,Profesor(a),an HBO bachelor's degree,,
PER,NLD,Bachillerfrom a university,"usually an HBO bachelor's degree or WO bachelor's degree, sometimes 2 years of WO",,
PER,NLD,Título profesional,"usually an HBO bachelor's degree or WO bachelor's degree, sometimes 2 years of WO",,
PER,NLD,Diplomado,Please contact us for acredential evaluation,,
PER,NLD,Especialista,Please contact us for acredential evaluation,,
PER,NLD,Maestría,an HBO master's degree or a WO master's degree,,
PER,NLD,Maestro,an HBO master's degree or a WO master's degree,,
PHL,NLD,Junior High School Diploma(since 2016),a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
PHL,NLD,High School Diploma (katibayan/katunayan)(up to and including 2015),a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
PHL,NLD,Grade 12/Senior High School Diploma(since 2018),"a HAVO diploma if the student completed the academic track; orplease contact us for acredential evaluationif the student completed the arts and design track, sports track orTechnical-Vocational-Livelihood track",,
PHL,NLD,Associate,an MBO diploma level 3 or 4 if the student started the study programme before 2018; orplease contact us for acredential evaluationif the student started the study programme in 2018 or later.,,
PHL,NLD,Bachelor's degree,an associate degree or 2 years of HBO if the student started the study programme before 2018; oran HBO bachelor's degree or 2 years of WO if the student started the study programme in 2018 or later.,,
PHL,NLD,Bachelor's degree from a Centre of Excellence,an HBO bachelor's degree if the student started the study programme before 2018; oran HBO bachelor's degree or a WO bachelor's degree if the student started the study programme in 2018 or later.,,
PHL,NLD,Doctor of Dental Medicine,2 years of WO if the student started the study programme before 2018; orplease contact us for acredential evaluationif the student started the study programme in 2018 or later.,,
PHL,NLD,Doctor of Veterinary Medicine,2 years of WO if the student started the study programme before 2018; orplease contact us for acredential evaluationif the student started the study programme in 2018 or later.,,
PHL,NLD,Doctor of Medicine,a WO bachelor's degree,,
PHL,NLD,Juris Doctor,a WO bachelor's degree,,
PHL,NLD,Master's degree,an HBO bachelor's degree if the student started the study programme before 2022; oran HBO master's degree or a 1-year WO master's degree if the student started the study programme in 2022 or later.,,
POL,NLD,Dyplom zawodowy(vocational diploma) at PRK levelIII–new system,an MBO diploma level 2 or 3,,
POL,NLD,Dyplom zawodowy(vocational diploma) at PRK levelIV–new system,an MBO diploma level 3 or 4,,
POL,NLD,Dyplom ‎potwierdzający kwalifikacje zawodowe(diploma of confirmedvocational qualification) –old system,an MBO diploma level 3 or 4,,
POL,NLD,Świadectwo ‎ukończenia technikum(certificate of completion of thetechnikum),a HAVO diplomafor the general education part,,
POL,NLD,Świadectwo ukończenia liceum ogólnokształcącego(certificate of completion of thegeneral lyceum),a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
POL,NLD,Świadectwo dojrzałości(maturity certificate),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
POL,NLD,Dyplom ukończenia kolegium(diplomaof completion of acollege),3 years of HBO,,
POL,NLD,Dyplom inżynier,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
POL,NLD,Dyplom licencjat,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
POL,NLD,Dyplom magister,an HBO master's degree or a WO master's degree,,
POL,NLD,Dyplom magister inżynier,an HBO master's degree or a WO master's degree,,
POL,NLD,Dyplom ukonczenia jednolitych studiów magisterskich(diplomaof completion of anintegrated master's programme),an HBO master's degree or a WO master's degree,,
POL,NLD,Dyplom lekarz/ lekarz dentysta/ lekarz weterynarii(diploma doctor/ dentist/veterinarian),a WO master's degree,Research master's degree,MA/MSc by research
PRT,NLD,Certificado de qualificação profissional de nivel3,"a HAVO diploma for the general education part, an MBO diploma level 2 or 3 for the vocational part",,
PRT,NLD,Diploma de qualificação profissional de nivel3,"a HAVO diploma for the general education part, an MBO diploma level 2 or 3 for the vocational part",,
PRT,NLD,Certificado de qualificação profissional de nivel4,an MBO diploma level 3 or 4,,
PRT,NLD,Diploma de especialização tecnológica–nível4,an MBO diploma level 3 or 4,,
PRT,NLD,Certificado/Certidão do ensino secundário,at least a HAVO diploma,,
PRT,NLD,Diploma do ensino secundário,at least a HAVO diploma,,
PRT,NLD,Licenciada/ofroman institution for university education,"usually a WO bachelor's degree, sometimes an HBO bachelor's degree",Honours bachelor's degree,
PRT,NLD,Licenciada/ofroman institution for professional higher education,an HBO bachelor's degree,,
PRT,NLD,Mestrefrom an institution for university education,"usually a WO master's degree, sometimes an HBO master's degree",,
PRT,NLD,Mestrefrom an institution for professional higher education,an HBO master's degree,,
ROU,NLD,Certificat de Competente Profesionale,an MBO diploma level 3 or 4,,
ROU,NLD,"Certificat de Calificare(Profesional),RQF-level3",an MBO diploma level 3 or 4,,
ROU,NLD,Diplomă de Bacalaureat,a HAVO diploma if obtained before 2005;a VWO diploma if obtained as of 2005.,,
ROU,NLD,"Diplomă de Licenţă(CiclulI),duration: 3 to 4 years",an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
ROU,NLD,"Diplomă de Inginer(Ciclul I), duration: 4 years",an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
ROU,NLD,"Diplomă de Licenţă(CiclulI en II), duration:5 to 6 years",an HBO master's degree or a WO master's degree,,
ROU,NLD,"Diplomă de Master(CiclulII), duration: 1 to 2 years",an HBO master's degree or a WO master's degree,,
UNK,NLD,Attestat ob osnovnom obsjtsjem obrazovanii/Аттестат об основном общем образовании,3 years of general secondary education,,
UNK,NLD,Attestat o srednem obsjtsjem obrazovanii/Аттестат о cреднем oбщем oбразовании,at least a HAVO diploma,,
UNK,NLD,Diplom o srednem professionalnom obrazovanii/Диплом о среднем профессиональном образованииof the 2nd level,a HAVO diploma for the general education part,,
UNK,NLD,Diplom bakalavra/Диплом бакалавра,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Diplom specialista/Диплом специалиста(duration: 5 years),a WO bachelor's degree or an HBO master's degree,,
UNK,NLD,Diplom magistra/Диплом магистра,an HBO master's degree or a WO master's degree,,
RWA,NLD,RwandaAdvanced Certificate of Education,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
RWA,NLD,Professional certificate of secondary educationA2,a HAVO diploma for the general education part,,
RWA,NLD,Advanced diploma,3 years of HBO,,
RWA,NLD,Ordinary bachelor’s degree(duration: 3 years/360credits),3 years of HBO or 1 year of WO,,
RWA,NLD,Honours bachelor’s degree(duration: 1 year after anordinary bachelor’s degree),an HBO bachelor's degree or 2 years of WO,,
RWA,NLD,Honours bachelor’s degree(duration: 2 years after anordinary bachelor’s degree),an HBO bachelor's degree or WO bachelor's degree,,
RWA,NLD,Honours bachelor’s degree(duration: 4 years/480credits),an HBO bachelor's degree or 2 years of WO,,
RWA,NLD,Honours bachelor’s degree(duration: 5 years/600credits),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
RWA,NLD,Bachelor of Medicine and Surgery(duration: 5 years),a WO bachelor's degree,,
RWA,NLD,Bachelor of Medicine and Surgery(duration: 6 years),1 year of a 3-year WO master's programme in medicine,,
RWA,NLD,Ordinary master’s degree(duation: 1 year),an HBO master's degree or a WO master's degree,,
RWA,NLD,Honours master’s degree(duration: 2 years),an HBO master's degree or a WO master's degree,,
UNK,NLD,Degree transcript of intermediate third grade,2 years of HAVO,,
UNK,NLD,Secondary school graduation certificate,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Associate degree,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,Intermediate university degree in health sciences,3 years of HBO,,
UNK,NLD,Bachelor's degree (duration: 4 years),an HBO bachelor's degree or 2 years of WO,,
UNK,NLD,Bachelor's degree in pharmacy (duration: 5 years),a WO bachelor's degree,,
UNK,NLD,"Bachelor's degree in a technical field of study (engineering), duration: 5 years",a WO bachelor's degree,,
UNK,NLD,Bachelor's degree in dentistry (duration: 6 years),1 year of a 3-year WO master's programme in dentistry,,
UNK,NLD,Bachelor's degree in medicine (duration: 6 years),1 year of a 3-year WO master's programme in medicine,,
UNK,NLD,Diploma of higher studies,Please contact us for acredential evaluation,,
UNK,NLD,Postgraduate diploma,Please contact us for acredential evaluation,,
UNK,NLD,Master's degree (duration: 2 years),an HBO master's degree or a 1-year WO master's degree,,
SRB,NLD,Diploma o položenom završnom ispitu(Diploma of completed final exam),"a HAVO diploma for the general education part, an MBO diploma level 3 for the vocational education part",,
SRB,NLD,Diploma o stečenom srednem obrazovanju(Diploma of completed secondary education),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SRB,NLD,Diploma/Uverenje o položenom maturskom ispitu(Diploma/Certificate of completed maturity exam),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SRB,NLD,Diplomaof abasic professional study,an HBO bachelor's degree,,
SRB,NLD,Diplomaof abasic academic study,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
SRB,NLD,Diplomaof amaster academic study,an HBO master's degree or a WO master's degree,,
SRB,NLD,Diploma o stečenom akademskom nazivu specijaliste(Diploma of academic title of specialist),a WO master's degree,Research master's degree,MA/MSc by research
SGP,NLD,"Singapore-Cambridge General Certificate of Education Ordinary Level (GCE O-Level) with grades A, B or C for 6 different general education subjects",at least a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (A* to C or 9 to 4)
SGP,NLD,"The following combination:a Singapore-Cambridge General Certificate of Education Ordinary Level (GCE O-Level) with grades A, B or C for 4 different general education subjects ; anda Singapore-Cambridge General Certificate of Education Advanced Level (GCE A-Level) with a passing grade for at least 2 general education subjects at H2 level (these must be different subjects than the GCE O-Level subjects)",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
SGP,NLD,"Singapore-Cambridge General Certificate of Education Advanced Level (GCE A Level)with at least 5 different subjects, including:3 general education subjects at H2 level;1 general education subject at H1 level; andthe subject General Paper/Knowledge and Inquiry.",a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SGP,NLD,Diploma from a Polytechnic,1 year of HBO,Diploma (AQF Level 5),
SGP,NLD,Honours bachelor's degree,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
SGP,NLD,Master's degree,an HBO master's degree or a WO master's degree,,
SVK,NLD,Vysvedčenie o záverečnej skúškefrom astredné odborné učilište,an MBO diploma level 1 or 2,,
SVK,NLD,Vysvedčenie o maturitnej skúškefrom astredné odborné učilište,a HAVO diploma for the general education part,,
SVK,NLD,Vysvedčenie o maturitnej skúškefrom akonzervatórium,a HAVO diploma for the general education part,,
SVK,NLD,Vysvedčenie o maturitnej skúškefrom astredná odborná škola,a VWO diploma for the general education part,,
SVK,NLD,Vysvedčenie o maturitnej skúškefrom agymnázium,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SVK,NLD,Absolventský diplomfrom akonzervatóriumor avyššia odborná škola(duration: 2-3 years),2 years of HBO at most,,
SVK,NLD,Diplomwith theBakalárdegree,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
SVK,NLD,Diplomwith theMagister/Inžinierdegree,an HBO master's degree or a WO master's degree,,
SVN,NLD,Poklicna Matura(vocationalMatura),a HAVO diploma for the general education part,,
SVN,NLD,Splošna Matura(generalMatura),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SVN,NLD,Diploma prve stopnje(first cycle diploma),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
SVN,NLD,Diploma druge stopnje /Magister(second cycle diploma/Master),an HBO master's degree or a WO master's degree,,
UNK,NLD,"National Senior Certificateon which it is mentioned thatthe student has met the minimum admission requirements of Higher Certificate, (National) Diploma and/or bachelor's programmes.",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,"National Senior Certificatewith the following:The student has taken the exams via the Independent Examinations Board (IEB); andIt ismentioned on the diploma that the student has met the minimum admission requirements of Higher Certificate, (National) Diploma and/or bachelor's programmes.",at least a HAVO diploma,,
UNK,NLD,Higher Certificate,1 year of HBO,Diploma (AQF Level 5),
UNK,NLD,(National) Diploma,3 years of HBO,,
UNK,NLD,Bachelor 's degree(duration: 3 years),3 years of HBO,,
UNK,NLD,Bachelor 's degree(duration: 4 years),an HBO or a WO bachelor's degree,,Bachelor (Honours) degree
UNK,NLD,Honours bachelor's degree,an HBO or a WO bachelor's degree,,Bachelor (Honours) degree
UNK,NLD,Bachelor's degree in dentistry,half a year of a 3-year WO master's programme in dentistry,,
UNK,NLD,Bachelor's degree in veterinary science,1 year of a 3-year WO master's programme in veterinary medicine,,
UNK,NLD,"Bachelor of Medicine, Bachelor of Surgery (MBBCh)",1 year of a 3-year WO master's programme in medicine,,
UNK,NLD,Master 's degree,an HBO or a WO master's degree,,
UNK,NLD,"Vocational High School Certificate (실업계 고등학교 졸업장,Silop Godeung Hakgyo Jolupjang)",an MBO diploma level 2 or 3,,
UNK,NLD,"High School Certificate (고등학교 졸업장,Godeung Hakgyo Jolupjang) from a general high school",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,"High School Certificate (고등학교 졸업장,Godeung Hakgyo Jolupjang) from a science high school",at least a HAVO diploma,,
UNK,NLD,Associate degree (duration: 2 years),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,"Bachelor's degree (학사,Haksa), duration: 4 years",an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,"Master's degree (석사,Suksa), duration: 2 years",an HBO master's degree or a WO master's degree,,
ESP,NLD,Título de Graduada/o en Educación Secundaria Obligatoria (ESO),Please contact us for acredential evaluation,,
ESP,NLD,Título de Técnica/o,"an MBO diploma 1, 2, 3 or 4",,
ESP,NLD,Título de Técnica/o Superior,at least anMBOdiploma level 4,,
ESP,NLD,Título de Bachiller,at least a HAVO diploma,,
ESP,NLD,Título Superior+field of study in art,an HBO bachelor's degree,,
ESP,NLD,Graduada/o,anHBObachelor's degree or a WObachelor's degree,,
ESP,NLD,Arquitecta Técnica/Arquitecto Técnico(old system),anHBObachelor's degree,,
ESP,NLD,Diplomada/o(old system),anHBObachelor's degree,,
ESP,NLD,Ingeniera Técnica/Ingeniero Técnico(old system),anHBObachelor's degree,,
ESP,NLD,Maestra/o(old system),anHBObachelor's degree,,
ESP,NLD,Graduada/o en Farmacia/Medicin/Odontología/ Veterinaria,at least aWObachelor's degree,,
ESP,NLD,Máster Universitario,anHBOmaster's degree or aWO master's degree,,
ESP,NLD,Arquitecta/o(old system),aWOmaster's degree or anHBO master's degree,,
ESP,NLD,Ingeniera/o(old system),aWOmaster's degree or anHBO master's degree,,
ESP,NLD,Licenciada/o(old system),aWOmaster's degree or anHBO master's degree,,
UNK,NLD,"General Certificate of Education (Ordinary Level)with an A, B or C for 6 subjects",at least a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (A* to C or 9 to 4)
UNK,NLD,"The following combination:aGeneral Certificate of Education (Ordinary Level)with an A, B or C for 6 subjects; andaGeneral Certificate of Education (Advanced Level)with:anOrdinary Pass (S)in at least 3 subjects (General English does not count as1 of the 3 subjects); anda score of at least 30% for the Common General Test.",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,General bachelor's degree,3 years of HBO or 1 year of WO,,
UNK,NLD,Honours/special bachelo'rs degree,an HBO bachelor's degree or 2 years of WO,,
UNK,NLD,Bachelor of Medicine and Bachelor of Surgery (MBBS),a WO bachelor's degree,,
UNK,NLD,Master's degree by course work,an HBO bachelor's degree or 2 years of WO (if the student followed a conversion programme); orplease contact us for acredential evaluation(if the student followed an extension programme).,,
UNK,NLD,Master's degree by course work and a research component,a WO bachelor's degree or a 1-year HBO master's degree,,
UNK,NLD,Master of Philosophy,a 1-year WO master's degree,,
SDN,NLD,Basic education certificate,2 years of HAVO,,
SDN,NLD,Secondary school certificate,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
SDN,NLD,Diploma,3 years of HBO,,
SDN,NLD,Bachelor(duration: 4 years),an HBO bachelor's degree or 2 years of WO,,
SDN,NLD,Postgraduate diploma,an HBO master's degree or a WO bachelor's degree,,
SDN,NLD,Master,a WO master's degree,Research master's degree,MA/MSc by research
UNK,NLD,MULO-diploma A,a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
UNK,NLD,MULO-diploma B,a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
UNK,NLD,NATIN-diploma,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
